ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
IE00B5MTZM66,SC05,IM-I.STOXX EUR.600O.R. A,ETF,EUR,2505705,2020-11-24,08:04,209.6,209.6,209.6,209.6,0,1
IE00B5MTZ488,SC06,IM-I.STOXX EUROPE600O.M.A,ETF,EUR,2505706,2020-11-24,08:04,107.38,107.38,107.38,107.38,0,1
IE00B5MTZ595,SC04,IM-I.STOXX E.600O.P.H.G.A,ETF,EUR,2505707,2020-11-24,08:04,554.5,554.5,554.5,554.5,0,1
IE00B5M1WJ87,SPYW,SPDR S+P EO DIV.ARIST.ETF,ETF,EUR,2505708,2020-11-24,08:04,20.505,20.505,20.5,20.5,202,2
IE00B5M4WH52,IUSP,ISH3-I.JPM.EMLGB.UETF DLD,ETF,EUR,2505709,2020-11-24,08:04,48.871,48.871,48.871,48.871,0,1
IE00B5NLX835,SC0P,IM-I.STOXX E.600O.A.P. A,ETF,EUR,2505710,2020-11-24,08:04,387.1,387.1,387.1,387.1,0,1
IE00B5V94313,IS0L,ISV GER.GOV.BD U.ETF EOD,ETF,EUR,2505714,2020-11-24,08:04,149.205,149.205,149.205,149.205,3,1
IE00B5WHFQ43,CEBG,ISHSVII-MSCI MX.CPD DLACC,ETF,EUR,2505715,2020-11-24,08:04,86.13,86.13,86.13,86.13,0,1
IE00B5ZR2157,PJS1,PFI ETF-EO SH.MAT.EOIN,ETF,EUR,2505717,2020-11-24,08:04,99.766,99.766,99.766,99.766,0,1
IE00B52SFT06,SXR4,ISHSVII-MSCI USA DL ACC,ETF,EUR,2505721,2020-11-24,08:04,302.17,302.17,302.17,302.17,1,1
IE00B52SF786,SXR2,ISHSVII-MSCI CANADA DLACC,ETF,EUR,2505722,2020-11-24,08:04,118.36,118.36,118.36,118.36,1,1
IE00B52VJ196,IUSK,ISHSII-MSCI EUR.SRI EOACC,ETF,EUR,2505723,2020-11-24,08:04,49.695,49.695,49.695,49.695,294,1
IE00B52XQP83,IBC4,ISHSIII-MSCI S.AFR.DLACC,ETF,EUR,2505724,2020-11-24,08:04,24.955,24.955,24.955,24.955,0,1
IE00B53HP851,SXRW,ISHS7-C.FTSE 100 E.LS ACC,ETF,EUR,2505725,2020-11-24,08:04,121.08,121.08,121,121,78,2
IE00B53H0131,UIQK,UBS FDSO-CMCI C.SF DLAA,ETF,EUR,2505726,2020-11-24,08:04,52.09,52.09,52.09,52.09,40,1
IE00B53L4X51,SXRY,ISHSVII-FTSE MIB EO ACC,ETF,EUR,2505727,2020-11-24,08:04,86.02,86.02,86.02,86.02,0,1
IE00B53L4350,SXRU,ISHSVII-DJIA DL ACC,ETF,EUR,2505728,2020-11-24,08:04,285.05,285.05,285.05,285.05,38,1
IE00B53QDK08,SXR5,ISHS7-MSCI JP.ETF DL ACC,ETF,EUR,2505729,2020-11-24,08:04,148.79,148.79,148.79,148.79,0,1
IE00B53QG562,SXR7,ISH.7-C.MSCI E.U.E EO ACC,ETF,EUR,2505730,2020-11-24,08:04,121.64,121.76,121.64,121.76,76,2
IE00B53SZB19,SXRV,ISHSVII-NASDAQ 100 DL ACC,ETF,EUR,2505731,2020-11-24,08:04,568.8,568.8,568.6,568.6,166,2
IE00B5377D42,IBC6,ISHSIII-MSCI AUSTR.DLACC,ETF,EUR,2505732,2020-11-24,08:04,33.76,33.76,33.76,33.76,0,1
IE00B539F030,SXR3,ISHSVII-MSCI UK LS ACC,ETF,EUR,2505733,2020-11-24,08:04,109.68,109.68,109.68,109.68,0,1
IE00B57X3V84,IUSL,ISHSII-DJ GL.SUST.SCR.DLA,ETF,EUR,2505735,2020-11-24,08:04,42.17,42.17,42.03,42.03,1134,2
IE00B6QGFW01,IS0S,ISHSIII-EM.ASIA L.G.B.DLD,ETF,EUR,2505737,2020-11-24,08:04,84.756,84.756,84.756,84.756,0,1
IE00B6R52036,IS0E,ISV-GOLD.PROD.U.ETF DLA,ETF,EUR,2505739,2020-11-24,08:04,12.444,12.444,12.368,12.442,45351,30
IE00B6R52259,IUSQ,ISHSV-MSCI ACWI DL A,ETF,EUR,2505741,2020-11-24,08:04,51.28,51.28,51.23,51.23,487,4
IE00B6SPMN59,IBCK,ISHSVI-E.S+P500MIN.V.DL A,ETF,EUR,2505742,2020-11-24,08:04,55.9,55.9,55.9,55.9,500,1
IE00B6S2Z822,SPYG,SPDR S+P UK DIV.ARIST.ETF,ETF,EUR,2505743,2020-11-24,08:04,11.47,11.47,11.47,11.47,0,1
IE00B6TLBW47,IS0Q,ISV-I.JPM.DLEMCB.UETF DLD,ETF,EUR,2505744,2020-11-24,08:04,88.9,88.9,88.9,88.9,1,1
IE00B6X2VY59,IS0Y,ISV-E.C.B.I.R.H.U.ETF EOD,ETF,EUR,2505745,2020-11-24,08:04,96.722,96.722,96.722,96.722,0,1
IE00B6YX5B26,SPYV,SPDR S+P EM.MA.DIV.AR.ETF,ETF,EUR,2505746,2020-11-24,08:04,12.738,12.738,12.738,12.738,0,1
IE00B6YX5C33,SPY5,SPDR S+P 500 UCITS ETF,ETF,EUR,2505747,2020-11-24,08:04,304.22,304.22,304.22,304.22,35,2
IE00B6YX5D40,SPYD,SPDR S+P US D.ARIST.ETF D,ETF,EUR,2505748,2020-11-24,08:04,49.26,49.26,49.16,49.16,233,3
IE00B6YX5F63,SYB3,SPDR B.B.1-3Y.E.G.B.U.ETF,ETF,EUR,2505749,2020-11-24,08:04,52.41,52.41,52.41,52.41,0,1
IE00B6YX5K17,SYB5,SPDR B.B.1-5Y.GILT UETF,ETF,EUR,2505750,2020-11-24,08:04,58.314,58.314,58.314,58.314,0,1
IE00B6YX5L24,SYBL,SPDR BL.BA.15+Y.GILT UETF,ETF,EUR,2505751,2020-11-24,08:04,86.44,86.44,86.44,86.44,0,1
IE00B6YX5M31,SYBJ,SPDR BL.BA.EO H.Y.B.U.ETF,ETF,EUR,2505752,2020-11-24,08:04,56.952,56.952,56.952,56.952,658,1
IE00B60SWW18,SC0C,IM-I.STOXX EUROPE 600 A,ETF,EUR,2505753,2020-11-24,08:04,86.07,86.07,86.07,86.07,0,1
IE00B60SWY32,SC0E,IM-I.MSCI EUROPE A,ETF,EUR,2505754,2020-11-24,08:04,230.25,230.25,230.25,230.25,0,1
IE00B60SWZ49,SC0F,IM-I.STOXX EUR.SMALL200 A,ETF,EUR,2505755,2020-11-24,08:04,61.04,61.04,61.04,61.04,33,1
IE00B60SX063,SC0G,IM-I.STOXX EUR.MID200 A,ETF,EUR,2505756,2020-11-24,08:04,94.8,94.8,94.8,94.8,0,1
IE00B60SX170,SC0H,IM-I.MSCI USA A,ETF,EUR,2505757,2020-11-24,08:04,84.626,84.626,84.626,84.626,0,1
IE00B60SX287,SC0I,IM-I.MSCI JAPAN A,ETF,EUR,2505758,2020-11-24,08:04,60.236,60.236,60.236,60.236,0,1
IE00B60SX394,SC0J,IM-I.MSCI WORLD A,ETF,EUR,2505759,2020-11-24,08:04,63.28,63.28,63.28,63.28,647,1
IE00B60SX402,SC0K,IM-I.RUSSELL 2000 A,ETF,EUR,2505760,2020-11-24,08:04,75.26,75.26,75.26,75.26,0,1
IE00B652H904,EUNY,ISHSV-EM DIVID.U.ETF DLD,ETF,EUR,2505761,2020-11-24,08:04,15.916,15.916,15.916,15.916,186,1
IE00B66F4759,EUNW,IS EO H.Y.CO.BD U.ETF EOD,ETF,EUR,2505762,2020-11-24,08:04,101.395,101.395,101.395,101.395,0,1
IE00B7KMNP07,UBUD,UBS(I)-S.G.P.G.M.U.E.ADDL,ETF,EUR,2505765,2020-11-24,08:04,14.814,14.814,14.814,14.814,0,1
IE00B7KQ7B66,UBU7,UBS(I)-MSCI WOR. U.E.ADDL,ETF,EUR,2505766,2020-11-24,08:04,54.482,54.482,54.482,54.482,0,1
IE00B7K93397,UBU9,UBS(I.)ETF-SP500 U.E.ADDL,ETF,EUR,2505767,2020-11-24,08:04,49.128,49.128,49.128,49.128,0,1
IE00B7LW6Y90,IS0M,ISHSV-ITAL.GOVT BD EO D,ETF,EUR,2505770,2020-11-24,08:04,176.21,176.21,176.21,176.21,0,1
IE00B7MXFZ59,SYBI,SPDR B.B.EM I.L.L.B.UETF,ETF,EUR,2505771,2020-11-24,08:04,48.121,48.121,48.121,48.121,0,1
IE00B7WK2W23,UIQI,UBS FDSO-MSCI AC AXJ.AADL,ETF,EUR,2505772,2020-11-24,08:04,153.82,153.82,153.82,153.82,0,1
IE00B74DQ490,IBC9,IS GL.HI.YI.C.B.U.ETF DLD,ETF,EUR,2505773,2020-11-24,08:04,81.344,81.344,81.344,81.344,0,1
IE00B7452L46,SPYF,SPDR FTSE UK ALL SHAREA,ETF,EUR,2505774,2020-11-24,08:04,54.25,54.25,54.25,54.25,0,1
IE00B77D4428,UBU3,UBS I.-MSCI USA U.E. ADDL,ETF,EUR,2505775,2020-11-24,08:04,75.3,75.3,75.3,75.3,0,1
IE00B78JSG98,UBU5,UBS(I)-MSCI US.V.U.E.ADDL,ETF,EUR,2505776,2020-11-24,08:04,67.76,67.76,67.76,67.76,0,1
IE00B8FHGS14,IQQ0,ISHS VI-E.MSCI WL.M.V.DLA,ETF,EUR,2505778,2020-11-24,08:04,44.57,44.57,44.57,44.57,1947,1
IE00B8GF1M35,SPYJ,SPDR DW JNES GL.RL.EST.DL,ETF,EUR,2505779,2020-11-24,08:04,28.125,28.125,28.125,28.125,35,1
IE00B8KGV557,EUNZ,ISHSVI-E.MSCI EM MIN.VDLA,ETF,EUR,2505780,2020-11-24,08:04,26.545,26.545,26.545,26.545,0,1
IE00B802KR88,SPY1,SPDR S+P 500 LW VOL.USD,ETF,EUR,2505781,2020-11-24,08:04,48.445,48.445,48.445,48.445,0,1
IE00B86MWN23,EUN0,ISHSVI-E.MSCI EO MIN.VEOA,ETF,EUR,2505782,2020-11-24,08:04,46.275,46.275,46.27,46.27,81,5
IE00B87G8S03,IS0Z,ISHSVI-G.AAA-AA G.B.DL D,ETF,EUR,2505783,2020-11-24,08:04,86.64,86.64,86.64,86.64,80,1
IE00B87RLX93,IS3B,ISHSVI-EO C.BD FINLS EOD,ETF,EUR,2505784,2020-11-24,08:04,111.135,111.135,111.135,111.135,0,1
IE00B9CQXS71,ZPRG,SPDR S+P GL.DIV.ARIST.ETF,ETF,EUR,2505785,2020-11-24,08:04,25.64,25.64,25.64,25.64,25,1
IE00B9KNR336,ZPRA,SPDR S+P P.AS.DIV.ARI.ETF,ETF,EUR,2505786,2020-11-24,08:04,40.17,40.17,40.17,40.17,15,1
IE00B9MRHC27,XDN0,X(IE) - MSCI NORDIC 1D,ETF,EUR,2505787,2020-11-24,08:04,40.205,40.205,40.14,40.14,2567,3
IE00B9MRJJ36,XDGM,X(IE)-GERM.MITTEL.MCAP 1D,ETF,EUR,2505788,2020-11-24,08:04,25.58,25.58,25.58,25.58,40,1
IE00B9M6RS56,IS3C,ISHSVI-JPM DL BD EOH DIS,ETF,EUR,2505789,2020-11-24,08:04,93.308,93.308,93.308,93.308,15,1
IE00B9M6SJ31,IBCQ,ISHSVI-G.C.BD EO H DIST,ETF,EUR,2505790,2020-11-24,08:04,107.995,108,107.995,108,1200,3
IE00B910VR50,ZPRE,SPDR MSCI EMU UCITS ETF,ETF,EUR,2505791,2020-11-24,08:04,52.47,52.47,52.47,52.47,0,1
IE00B99FL386,SYBK,SPDR B.B.0-5Y.US HYB UETF,ETF,EUR,2505792,2020-11-24,08:04,38.306,38.306,38.306,38.306,0,1
IE0005042456,IUSZ,IS CO.FTSE 100 U.ETF LSD,ETF,EUR,2505794,2020-11-24,08:04,7.079,7.079,7.079,7.079,0,1
IE0008470928,EUN1,ISHS II-STXX EUR.50 EODIS,ETF,EUR,2505795,2020-11-24,08:04,31.265,31.265,31.265,31.265,1,1
IE0031442068,IUSA,ISHS-CORE S+P 500 DL D,ETF,EUR,2505798,2020-11-24,08:04,30.307,30.312,30.307,30.312,57727,25
IE0032077012,EQQQ,IMIII-I.EQ.NA.-100- D,ETF,EUR,2505799,2020-11-24,08:04,247.15,247.15,247.15,247.15,10,1
IE0032523478,IBCS,ISHS-EO C.BD L.C.U.ETFEOD,ETF,EUR,2505800,2020-11-24,08:04,142.325,142.325,142.325,142.325,0,1
IE0032895942,IBCD,IS DL CORP BD U.ETF DLD,ETF,EUR,2505801,2020-11-24,08:04,111.655,111.655,111.655,111.655,99,2
IT0000072618,IES,INTESA SANPAOLO,Common stock,EUR,2505803,2020-11-24,08:04,1.8978,1.8978,1.8978,1.8978,1716,2
IT0005239360,CRIN,UNICREDIT,Common stock,EUR,2505810,2020-11-24,08:04,8.95,8.95,8.95,8.95,4161,1
LU0136234654,UIM6,UBS-MSCI USA U.E. DLAD,ETF,EUR,2505812,2020-11-24,08:04,298.73,298.73,298.73,298.73,0,1
LU0136240974,UIM5,UBS-ETF-MSCI JAPAN YNAD,ETF,EUR,2505813,2020-11-24,08:04,43.704,43.704,43.704,43.704,0,1
LU0136242590,UIM3,UBS-ETF FTSE 100UETF LSAD,ETF,EUR,2505814,2020-11-24,08:04,67,67,67,67,0,1
LU0147308422,UIM4,UBS-ETF-MSCI EMU EOAD,ETF,EUR,2505815,2020-11-24,08:04,124.08,124.08,124.08,124.08,0,1
LU0192223062,IM2A,BNPPE.-F.E./N.E.C.UEQDDEO,ETF,EUR,2505816,2020-11-24,08:04,8.866,8.866,8.866,8.866,0,1
LU0249326488,M9SA,M.A.-R.INT.COM.IN.UETF,ETF,EUR,2505817,2020-11-24,08:04,14.862,14.862,14.862,14.862,0,1
LU0259322260,M9SD,MA.-NYSE AR.GO.BU.IN.UETF,ETF,EUR,2505821,2020-11-24,08:04,96.75,96.75,95.48,95.48,105,2
LU0274208692,DBXW,XTR.MSCI WORLD SWAP 1C,ETF,EUR,2505825,2020-11-24,08:04,63.74,63.79,63.74,63.79,1071,2
LU0274209237,DBXA,XTR.MSCI EUROPE 1C,ETF,EUR,2505826,2020-11-24,08:04,61.18,61.18,61.18,61.18,120,1
LU0274209740,DBXJ,XTR.MSCI JAPAN 1C,ETF,EUR,2505827,2020-11-24,08:04,59.726,59.726,59.726,59.726,300,1
LU0274210672,DBXU,XTR.MSCI USA SWAP 1C,ETF,EUR,2505828,2020-11-24,08:04,86.634,86.634,86.634,86.634,0,1
LU0274212538,DBXI,XTR.FTSE MIB 1D,ETF,EUR,2505829,2020-11-24,08:04,21.76,21.76,21.76,21.76,0,1
LU0274221281,DBXS,XTR.SWITZERLAND 1D,ETF,EUR,2505830,2020-11-24,08:04,102.8,102.8,102.8,102.8,30,1
LU0290355717,DBXN,XTR.II EUROZ.GOV.BD 1C,ETF,EUR,2505831,2020-11-24,08:04,258.04,258.04,258.04,258.04,50,1
LU0290356871,DBXP,XTR.II EUROZ.GOV.BD1-3 1C,ETF,EUR,2505832,2020-11-24,08:04,168.755,168.755,168.755,168.755,1,1
LU0290356954,DBXQ,XTR.II EURZ.GOV.BD 3-5 1C,ETF,EUR,2505833,2020-11-24,08:04,210.55,210.55,210.55,210.55,1,1
LU0290357176,DBXR,XTR.II EURZ.GOV.BD 5-7 1C,ETF,EUR,2505834,2020-11-24,08:04,251.63,251.63,251.63,251.63,1,1
LU0290357259,DBXB,XTR.II EUR.GOV.BD 7-10 1C,ETF,EUR,2505835,2020-11-24,08:04,290.86,290.86,290.86,290.86,0,1
LU0290357507,DBXF,XTR.II EUR.GOV.BD15-30 1C,ETF,EUR,2505837,2020-11-24,08:04,426.6,426.6,426.6,426.6,1,1
LU0290357846,DBXG,XTR.II EURZ.GOV.BD 25+ 1C,ETF,EUR,2505838,2020-11-24,08:04,485.89,485.89,485.89,485.89,100,1
LU0290357929,DBXH,XTR.II GL.INF.-LI.B.1CEOH,ETF,EUR,2505839,2020-11-24,08:04,248.45,248.45,248.25,248.25,60,2
LU0290358224,DBXK,XTR.II EUR.INF.LINK.BD 1C,ETF,EUR,2505840,2020-11-24,08:04,232.11,232.11,232.11,232.11,0,1
LU0290358497,DBXT,XTR.II EUR OV.RATE SW. 1C,ETF,EUR,2505841,2020-11-24,08:04,136.02,136.02,136.02,136.02,0,1
LU0290358653,DXSQ,XTR.II ITRAXX EUR.SWAP 1C,ETF,EUR,2505842,2020-11-24,08:04,120.745,120.745,120.745,120.745,0,1
LU0290359032,DBXM,XTR.II ITRAXX CR.SWAP 1C,ETF,EUR,2505843,2020-11-24,08:04,197.01,197.01,197.01,197.01,0,1
LU0292096186,DXSB,XTR.ST.GL.SE.DI.100SW.1D,ETF,EUR,2505844,2020-11-24,08:04,25.975,25.975,25.975,25.975,206,1
LU0292097234,DBXX,XTR.FTSE 100 INCOME 1D,ETF,EUR,2505845,2020-11-24,08:04,7.247,7.247,7.247,7.247,1,1
LU0292097317,DBXY,XTR.FTSE 250 1D,ETF,EUR,2505846,2020-11-24,08:04,21.635,21.635,21.635,21.635,0,1
LU0292097747,DBXZ,XTR.FTSE ALL-SHARE 1D,ETF,EUR,2505847,2020-11-24,08:04,4.004,4.004,4.004,4.004,0,1
LU0292100046,DBX8,XTR.MSCI KOREA 1C,ETF,EUR,2505848,2020-11-24,08:04,74.72,74.72,74.72,74.72,46,2
LU0292100806,DXSC,XTR.ST.EU.600 BA.RE.SW.1C,ETF,EUR,2505849,2020-11-24,08:04,106.48,106.48,106.48,106.48,0,1
LU0292103222,DXSE,XTR.STOXX EU.600H.C.S. 1C,ETF,EUR,2505851,2020-11-24,08:04,157.82,157.82,157.82,157.82,1,1
LU0292103651,DXSF,XTR.ST.EUR.600 BA.SW. 1C,ETF,EUR,2505852,2020-11-24,08:04,27.725,27.725,27.725,27.725,37,1
LU0292104030,DXSG,XTR.ST.EUR.600 TEL.SW. 1C,ETF,EUR,2505853,2020-11-24,08:04,59.04,59.04,59.04,59.04,1,1
LU0292104469,DXSH,XTR.ST.EUR.600 TE.SW. 1C,ETF,EUR,2505854,2020-11-24,08:04,84.7,84.7,84.7,84.7,905,1
LU0292104899,DXSI,XTR.ST.EUR.600 UT.SW. 1C,ETF,EUR,2505855,2020-11-24,08:04,116.52,116.52,116.52,116.52,0,1
LU0292105359,DXSK,XTR.ST.EUR.600 F.+B.S. 1C,ETF,EUR,2505856,2020-11-24,08:04,135.04,135.04,135.04,135.04,0,1
LU0292106084,DXSL,XTR.ST.EUR.600 I.G.S. 1C,ETF,EUR,2505857,2020-11-24,08:04,115.74,115.74,115.74,115.74,0,1
LU0292106167,DXSM,XTR.DBLCI CO.O.Y.SW.1CEOH,ETF,EUR,2505858,2020-11-24,08:04,15.366,15.366,15.366,15.366,1,1
LU0292107645,DBX1,XTR.MSCI EM.MKT.SWAP 1C,ETF,EUR,2505859,2020-11-24,08:04,45.362,45.362,45.362,45.362,617,1
LU0292107991,DBX2,XTR.MSCI EM ASIA SWAP 1C,ETF,EUR,2505860,2020-11-24,08:04,55.03,55.03,55.03,55.03,246,1
LU0292108619,DBX3,XTR.MSCI EM LAT.AM.SW. 1C,ETF,EUR,2505861,2020-11-24,08:04,32.48,32.48,32.48,32.48,0,1
LU0292109005,DBX4,XTR.MSCI EM E.ME.+A.S. 1C,ETF,EUR,2505862,2020-11-24,08:04,22.955,22.955,22.955,22.955,0,1
LU0292109187,DBX5,XTR.MSCI TAIWAN 1C,ETF,EUR,2505863,2020-11-24,08:04,37.225,37.225,37.225,37.225,2,1
LU0292109344,DBX6,XTR.MSCI BRAZIL 1C,ETF,EUR,2505864,2020-11-24,08:04,33.615,33.615,33.615,33.615,45,1
LU0292109690,DBX7,XTR.NIFTY 50 SWAP 1C,ETF,EUR,2505865,2020-11-24,08:04,143.94,143.94,143.94,143.94,1,1
LU0292109856,DBX9,XTR.FTSE CHINA 50,ETF,EUR,2505866,2020-11-24,08:04,37.39,37.39,37.39,37.39,150,1
LU0321462870,DXST,XTR.II ITR.CR.SH.DA.SW.1C,ETF,EUR,2505868,2020-11-24,08:04,37.98,37.98,37.98,37.98,0,1
LU0321462953,DXSU,XTR.II USD EM BD 1CEOH,ETF,EUR,2505869,2020-11-24,08:04,336,336,336,336,1,1
LU0321463258,DXSV,XTR.II EU.GO.BD S.D.S. 1C,ETF,EUR,2505870,2020-11-24,08:04,65.556,65.556,65.556,65.556,0,1
LU0321463506,DXSW,XTR.II IB.GE.CO.BD SW. 1C,ETF,EUR,2505871,2020-11-24,08:04,203.23,203.23,203.23,203.23,0,1
LU0321464652,DXS1,XTR.II GBP OV.RATE SW. 1D,ETF,EUR,2505872,2020-11-24,08:04,204.16,204.16,204.16,204.16,1,1
LU0321465469,DXSZ,XTR.II USD OV.RATE SW. 1C,ETF,EUR,2505873,2020-11-24,08:04,151.205,151.205,151.205,151.205,0,1
LU0322248146,DXS0,XTR.SLI 1D,ETF,EUR,2505874,2020-11-24,08:04,159.34,159.34,159.34,159.34,0,1
LU0322250712,DX2D,XTR.LPX PRIV.EQU.SWAP 1C,ETF,EUR,2505875,2020-11-24,08:04,65.01,65.01,65.01,65.01,20,1
LU0322250985,DX2G,XTR.CAC 40 1D,ETF,EUR,2505876,2020-11-24,08:04,57.3,57.3,57.3,57.3,0,1
LU0322252171,DXS5,XTR.MSCI AC AS.X JA.SW.1C,ETF,EUR,2505878,2020-11-24,08:04,47.02,47.02,47.02,47.02,87,1
LU0322252338,DXS6,XTR.MSCI PACI.EX JAPAN 1C,ETF,EUR,2505879,2020-11-24,08:04,55.89,55.89,55.89,55.89,0,1
LU0322252502,DBXV,XTR.MSCI RU.CAPPED SW. 1C,ETF,EUR,2505880,2020-11-24,08:04,25.725,25.725,25.725,25.725,4,1
LU0322252924,DXS7,XTR.FTSE VIETNAM SWAP 1C,ETF,EUR,2505881,2020-11-24,08:04,27.5,27.5,27.5,27.5,340,2
LU0322253229,DX2E,XTR.S+P GBL INFR.SWAP 1C,ETF,EUR,2505882,2020-11-24,08:04,38.915,38.915,38.915,38.915,1,1
LU0322253732,DX2I,XTR.MSCI EUROPE M.CAP 1C,ETF,EUR,2505883,2020-11-24,08:04,112.58,112.58,112.58,112.58,1,1
LU0322253906,DX2J,XTR.MSCI EUROPE S.CAP 1C,ETF,EUR,2505884,2020-11-24,08:04,48.18,48.22,48.18,48.22,110,2
LU0328473581,DX2K,XTR.FTSE 100 SH.DA.SW. 1C,ETF,EUR,2505885,2020-11-24,08:04,4.31,4.31,4.31,4.31,0,1
LU0328474803,DX2S,XTR.S+P ASX 200 1D,ETF,EUR,2505886,2020-11-24,08:04,34.15,34.15,34.15,34.15,1,1
LU0328475792,DX2X,XTR.STOXX EUROPE 600 1C,ETF,EUR,2505887,2020-11-24,08:04,87.05,87.05,87.05,87.05,718,1
LU0328476410,DX2Z,XTR.S+P SEL.FRONT.SWAP 1C,ETF,EUR,2505888,2020-11-24,08:04,11.808,11.808,11.808,11.808,1137,1
LU0335044896,DX22,XTR.II EUR OV.RATE SW. 1D,ETF,EUR,2505889,2020-11-24,08:04,127.321,127.321,127.321,127.321,0,1
LU0340285161,UIM7,UBS-ETF-MSCI WORLD DLAD,ETF,EUR,2505890,2020-11-24,08:04,217.47,217.47,217.47,217.47,15,1
LU0378434582,C060,CS.-STX.EU.600 NR U.ETF I,ETF,EUR,2505891,2020-11-24,08:04,79.75,79.75,79.75,79.75,71,1
LU0378437502,C010,C.S.-DJ INDUST.AV.U.ETF I,ETF,EUR,2505911,2020-11-24,08:04,292.85,292.85,292.85,292.85,0,1
LU0378453376,C020,COMST.-NIKKEI225 U.ETF I,ETF,EUR,2505915,2020-11-24,08:04,23.075,23.075,23.075,23.075,91,1
LU0378818131,DBZB,XTR.II GBL GOV.BD 1CEOH,ETF,EUR,2505916,2020-11-24,08:04,245.48,245.48,245.33,245.33,61,2
LU0392494562,X010,COMS.-MSCI WORL.T.U.ETF I,ETF,EUR,2505917,2020-11-24,08:04,60.96,60.96,60.944,60.944,1319,2
LU0392494646,X011,C.MSCI EUROPE TRN U.ETF I,ETF,EUR,2505918,2020-11-24,08:04,55.78,55.78,55.78,55.78,0,1
LU0392494992,X013,C.-MSCI NO.AM.TRN U.ETF I,ETF,EUR,2505920,2020-11-24,08:04,86.02,86.02,86.02,86.02,0,1
LU0392495023,X014,C.S.-MSCI PACIF.T.U.ETF I,ETF,EUR,2505921,2020-11-24,08:04,55.81,55.81,55.81,55.81,5,1
LU0392495700,X020,C.S.-MSCI USA TRN U.ETF I,ETF,EUR,2505927,2020-11-24,08:04,82.118,82.118,82.118,82.118,0,1
LU0392495965,X022,CS.-CS.S+P M.C.400 UETF I,ETF,EUR,2505928,2020-11-24,08:04,196.06,196.06,196.06,196.06,0,1
LU0392496005,X023,CS.-CS S+P S.C.600 UETF I,ETF,EUR,2505929,2020-11-24,08:04,43.91,43.91,43.91,43.91,120,1
LU0392496344,X026,C.-MSCI E.SM.CP.T.U.ETF I,ETF,EUR,2505932,2020-11-24,08:04,44.95,44.95,44.95,44.95,0,1
LU0392496427,C030,COMST.-DJ S.T.30TM UETF I,ETF,EUR,2505933,2020-11-24,08:04,119.2,119.2,119.2,119.2,0,1
LU0392496690,C031,COMSTAGE-ATX UCITS ETF I,ETF,EUR,2505934,2020-11-24,08:04,29.74,29.74,29.74,29.74,0,1
LU0397221945,DBX0,XTR.PORTFOLIO 1C,ETF,EUR,2505936,2020-11-24,08:04,241.05,241.05,241.05,241.05,32,1
LU0419741177,C090,CS-BL.EQ.-WW.CO.EX AG.I,ETF,EUR,2505944,2020-11-24,08:04,88.08,88.2,88.08,88.2,2,2
LU0429458895,D5BE,XTR.II US TREAS.1-3 1D,ETF,EUR,2505945,2020-11-24,08:04,145.7,145.7,145.7,145.7,70,1
LU0429459356,XUTD,XTR.II US TREASURIES 1D,ETF,EUR,2505946,2020-11-24,08:04,202.6,202.6,202.6,202.6,0,1
LU0429790743,DBZN,XTR.DB BL.CO.O.Y.SW.2CEOH,ETF,EUR,2505948,2020-11-24,08:04,13.348,13.348,13.348,13.348,0,1
LU0444605215,CD47,COMST.-PSI 20 UCITS ETF I,ETF,EUR,2505949,2020-11-24,08:04,5.078,5.078,5.078,5.078,0,1
LU0444605306,CD48,COMS.-PSI20 LEVER.U.ETF I,ETF,EUR,2505950,2020-11-24,08:04,4.2965,4.2965,4.2965,4.2965,0,1
LU0444605645,X500,C-IBO.E.L.S.D.O.T.U.ETF I,ETF,EUR,2505951,2020-11-24,08:04,172.57,172.57,172.57,172.57,0,1
LU0444605728,X501,C-I.E.L.S.D.3M-1T.U.ETF I,ETF,EUR,2505952,2020-11-24,08:04,97.502,97.502,97.502,97.502,0,1
LU0444606700,8520,C.I.E.S.G.C.3M-2T.U.ETF I,ETF,EUR,2505960,2020-11-24,08:04,96.872,96.872,96.872,96.872,0,1
LU0444606882,8521,C.IB.E.S.G.C.1-5T.U.ETF I,ETF,EUR,2505961,2020-11-24,08:04,108.175,108.175,108.175,108.175,0,1
LU0444606965,8522,C.I.E.S.G.C.5-10T.U.ETF I,ETF,EUR,2505962,2020-11-24,08:04,148.97,148.97,148.97,148.97,0,1
LU0444607005,8523,C.IB.E.S.G.C.10+T.U.ETF I,ETF,EUR,2505963,2020-11-24,08:04,218.14,218.14,218.14,218.14,0,1
LU0446734104,UIMA,UBS-ETF-MSCI EUROPE EOAD,ETF,EUR,2505965,2020-11-24,08:04,63.64,63.64,63.64,63.64,0,1
LU0446734369,UIME,UBS-ETF-MSCI EMU VAL.EOAD,ETF,EUR,2505966,2020-11-24,08:04,33.97,33.97,33.97,33.97,0,1
LU0446734526,UIMD,UBS-ETF-MSCI PAC.X.J DLAD,ETF,EUR,2505967,2020-11-24,08:04,37.455,37.455,37.455,37.455,0,1
LU0446734872,UIM9,UBS-ETF-MSCI CANADA CDAD,ETF,EUR,2505968,2020-11-24,08:04,28.09,28.09,28.09,28.09,0,1
